,built_years,size,street_adress_code,dong_code,max(price),max(floor)
3349,1988,53.46,311400100050,1147010100,123000,15
3350,1988,54.54,311000200564,1135010500,67000,5
3351,1988,54.59,311000900479,1135010500,67800,15
3352,1988,54.75,414510100043,1150010900,32500,5
3353,1988,54.81,413913700084,1144010200,93000,16
3354,1988,55.65,414830100030,1153010700,50000,5
3355,1988,55.68,414820700041,1153010200,16000,3
3356,1988,55.72,311000500229,1135010400,64800,15
3357,1988,56.18,413325400067,1138010900,26700,13
3358,1988,56.4,312400800012,1174010900,87500,12
3359,1988,56.49,414825100068,1153010200,57000,15
3360,1988,56.61,413640500037,1141011800,58500,12
3361,1988,56.7,414805400088,1153010700,19200,5
3362,1988,56.76,311400100050,1147010100,129700,5
3363,1988,56.88,414502100046,1150010300,22000,12
3364,1988,57.09,417225100087,1174010100,89990,15
3365,1988,57.11,414239500021,1147010300,20000,5
3366,1988,57.33,414830900030,1153010200,44000,10
3367,1988,57.66,414820700041,1153010200,15000,3
3368,1988,57.71,311000500229,1135010400,67000,15
3369,1988,58.01,300000101456,1135010500,84500,15
3370,1988,58.01,300000400459,1135010500,75000,15
3371,1988,58.01,300504700508,1135010500,90000,15
3372,1988,58.01,311000200532,1135010500,74500,12
3373,1988,58.01,311000200564,1135010500,79000,15
3374,1988,58.01,311000900530,1135010500,66700,15
3375,1988,58.01,413020600021,1135010500,72500,15
3376,1988,58.01,413020700021,1135010500,72000,15
3377,1988,58.01,413021600025,1135010500,66500,15
3378,1988,58.01,413021600086,1135010500,70000,15
3379,1988,58.01,413027700092,1135010500,80000,15
3380,1988,58.14,312400800211,1174010600,50000,6
3381,1988,58.23,414803100091,1153010700,32000,5
3382,1988,58.3,414820700041,1153010200,15200,4
3383,1988,58.31,414833200038,1153010200,14000,1
3384,1988,58.46,312102200205,1168011800,147500,13
3385,1988,58.46,413042400006,1135010500,54700,15
3386,1988,58.46,416609400042,1168011800,59000,11
3387,1988,58.59,412702400007,1132010700,25400,12
3388,1988,58.77,310900100037,1132010600,24500,14
3389,1988,58.77,310900300195,1132010500,26000,15
3390,1988,58.96,415440200014,1156012100,92100,15
3391,1988,59.19,417243500034,1174010600,81400,10
3392,1988,59.2,300000400459,1135010500,65000,15
3393,1988,59.2,300504700508,1135010500,81500,15
3394,1988,59.2,311000200564,1135010500,63000,15
3395,1988,59.2,413020700021,1135010500,68000,15
3396,1988,59.2,413021600085,1135010500,73000,15
3397,1988,59.24,312301100088,1171010700,104000,15
3398,1988,59.26,415411900023,1156011400,102800,15
3399,1988,59.28,300000400459,1135010500,57000,15
3400,1988,59.28,300504700508,1135010500,87000,15
3401,1988,59.28,311000200564,1135010500,76000,15
3402,1988,59.28,413020700021,1135010500,72000,15
3403,1988,59.28,413021600085,1135010500,65500,15
3404,1988,59.29,311400100010,1147010100,113900,5
3405,1988,59.34,413913700084,1144010200,91000,4
3406,1988,59.39,300000400459,1135010500,69500,15
3407,1988,59.39,300504700508,1135010500,80000,15
3408,1988,59.39,311000200564,1135010500,71500,15
3409,1988,59.39,412703300054,1132010700,28000,15
3410,1988,59.39,412703300119,1132010700,28000,15
3411,1988,59.39,413020700021,1135010500,71500,15
3412,1988,59.39,413021600085,1135010500,61000,15
3413,1988,59.39,413021600086,1135010500,65000,15
3414,1988,59.39,413027700092,1135010500,77000,15
3415,1988,59.49,311401000099,1147010300,73700,12
3416,1988,59.56,414805400088,1153010700,27000,5
3417,1988,59.57,414805400088,1153010700,26000,5
3418,1988,59.67,310900300231,1132010500,24700,15
3419,1988,59.76,416012100028,1162010200,44300,13
3420,1988,59.79,415728900072,1159010700,42800,5
3421,1988,59.85,414833200038,1153010200,21500,3
3422,1988,59.85,416955100011,1171010200,90000,15
3423,1988,59.88,414829200063,1153010200,57000,15
3424,1988,59.91,310301000569,1121510500,101500,15
3425,1988,59.91,411226400020,1121510500,98000,13
3426,1988,59.95,413913700084,1144010200,104000,15
3427,1988,59.96,311201900377,1141011800,72000,15
3428,1988,59.96,413629800004,1141011800,30800,15
3429,1988,59.97,311201900377,1141011800,69000,13
3430,1988,59.97,312400800012,1174010900,52000,12
3431,1988,59.97,413629800004,1141011800,30000,14
3432,1988,60.0,311400100050,1147010100,128500,5
3433,1988,60.0,312301400407,1171011200,108000,14
3434,1988,60.5,300000400459,1135010500,68000,12
3435,1988,60.5,311000200564,1135010500,65000,12
3436,1988,60.5,412703300019,1132010700,29000,12
3437,1988,60.5,412703300054,1132010700,30500,10
3438,1988,60.5,413021600085,1135010500,64000,12
3439,1988,60.54,414805400088,1153010700,21000,5
3440,1988,60.7,312301400405,1171011200,59500,12
3441,1988,60.7,312301400407,1171011200,51500,8
3442,1988,61.32,413325400067,1138010900,46000,13
3443,1988,61.52,311000200532,1135010500,74900,15
3444,1988,61.52,311000200564,1135010500,77900,15
3445,1988,61.52,311000900530,1135010500,68000,15
3446,1988,61.52,412703300019,1132010700,25000,15
3447,1988,61.52,412703300054,1132010700,29500,14
3448,1988,61.74,416027500056,1162010100,75000,14
3449,1988,61.77,414825100068,1153010200,65500,14
3450,1988,62.1,413020700021,1135010500,75000,25
3451,1988,62.17,300000400459,1135010500,40500,1
3452,1988,62.17,412703300126,1132010700,21500,1
3453,1988,62.17,413020600021,1135010500,23000,1
3454,1988,62.17,413629800142,1141011800,27200,10
3455,1988,62.19,200000601218,1171011100,150000,1
3456,1988,62.24,414239700024,1147010300,26000,5
3457,1988,62.96,311900900119,1159010500,90000,15
3458,1988,63.06,414510100043,1150010900,31800,5
3459,1988,63.27,414830900030,1153010200,35000,10
3460,1988,64.08,416955100011,1171010200,110000,15
3461,1988,64.53,413640500037,1141011800,57000,12
3462,1988,64.62,413301000030,1138010700,33000,15
3463,1988,64.65,311400100050,1147010100,135500,1
3464,1988,65.19,413913700084,1144010200,67000,4
3465,1988,65.43,311000500229,1135010400,76000,15
3466,1988,65.46,415446200008,1156012300,79500,15
3467,1988,65.85,416326400024,1165010100,130000,10
3468,1988,66.02,414239500021,1147010300,16200,4
3469,1988,66.225,311900900151,1159010500,147000,15
3470,1988,66.24,311400100010,1147010100,153000,15
3471,1988,66.24,414502100046,1150010300,23800,11
3472,1988,66.56,311000200532,1135010500,83000,15
3473,1988,66.56,311000200564,1135010500,84000,15
3474,1988,66.56,311000900530,1135010500,84000,15
3475,1988,66.56,412703300019,1132010700,40000,13
3476,1988,66.69,311802800022,1159010900,100000,15
3477,1988,66.7,300000800780,1138010300,80000,15
3478,1988,66.77,311400100010,1147010100,65500,1
3479,1988,66.78,311400100050,1147010100,84000,1
3480,1988,67.47,416326400024,1165010100,105800,10
3481,1988,67.68,312400800012,1174010900,74500,12
3482,1988,68.14,310700100141,1129013400,54300,13
3483,1988,68.78,312301100088,1171010700,115000,15
3484,1988,68.86,300000400459,1135010500,65000,15
3485,1988,68.86,311000200564,1135010500,89800,15
3486,1988,68.86,412703300019,1132010700,115000,15
3487,1988,68.86,412703300054,1132010700,36000,13
3488,1988,68.86,413021600025,1135010500,36000,8
3489,1988,68.86,413021600085,1135010500,86000,15
3490,1988,68.99,311000900479,1135010500,79000,15
3491,1988,68.99,311000900480,1135010500,78000,15
3492,1988,69.17,417243500034,1174010600,103000,12
3493,1988,69.28,312400800012,1174010900,48000,12
3494,1988,69.3,312400800211,1174010600,99500,12
3495,1988,69.74,312301100088,1171010700,77000,15
3496,1988,70.07,414239500021,1147010300,17300,5
3497,1988,70.2,311900900119,1159010500,144000,15
3498,1988,70.56,311000500229,1135010400,81700,15
3499,1988,70.66,414805400088,1153010700,29200,5
3500,1988,70.67,414805400088,1153010700,29900,5
3501,1988,70.69,300505000351,1135010400,89500,15
3502,1988,70.69,311000900057,1135010400,39000,15
3503,1988,71.04,311400100050,1147010100,60900,1
3504,1988,71.53,413629800142,1141011800,39700,10
3505,1988,71.64,311400100050,1147010100,159000,15
3506,1988,71.68,311000500232,1135010400,87000,15
3507,1988,71.8,312400800012,1174010900,70500,10
3508,1988,71.89,300000400459,1135010500,52300,5
3509,1988,71.89,412703300126,1132010700,27000,5
3510,1988,71.89,413020600021,1135010500,80000,5
3511,1988,72.0,311000500232,1135010400,86500,4
3512,1988,72.01,200000601218,1171011100,124000,1
3513,1988,72.2,311000500232,1135010400,85900,15
3514,1988,72.33,414825100068,1153010200,66800,15
3515,1988,72.49,413913700084,1144010200,88000,15
3516,1988,72.75,311400100050,1147010100,149000,5
3517,1988,73.14,200000601218,1171011100,160000,1
3518,1988,73.27,415411900023,1156011400,110000,15
3519,1988,73.48,416012100028,1162010200,57000,12
3520,1988,73.94,413020700021,1135010500,87300,15
3521,1988,73.98,311201900377,1141011800,82800,15
3522,1988,73.98,413629800004,1141011800,35800,15
3523,1988,74.105,310900100037,1132010600,58500,14
3524,1988,74.105,310900100041,1132010600,27000,6
3525,1988,74.16,414502100046,1150010300,28000,12
3526,1988,74.52,311201900377,1141011800,68800,14
3527,1988,74.52,413629800004,1141011800,34000,14
3528,1988,74.57,414239500021,1147010300,24500,4
3529,1988,74.58,311000500229,1135010400,88800,15
3530,1988,75.2,413020700021,1135010500,64000,14
3531,1988,75.68,311400100010,1147010100,103000,5
3532,1988,76.18,412712100045,1132010500,26500,10
3533,1988,76.49,312301100088,1171010700,79000,15
3534,1988,76.92,310900300231,1132010500,30300,15
3535,1988,77.49,311201900377,1141011800,71000,12
3536,1988,77.49,413629800004,1141011800,34500,15
3537,1988,77.75,300508600103,1168010300,174000,9
3538,1988,78.07,311900900119,1159010500,145500,15
3539,1988,78.18,311900900119,1159010500,110000,15
3540,1988,79.07,300000101456,1135010500,124000,15
3541,1988,79.07,311000200532,1135010500,92000,15
3542,1988,79.07,413021600025,1135010500,96300,15
3543,1988,79.07,413021600086,1135010500,83500,15
3544,1988,79.17,414803100091,1153010700,33500,5
3545,1988,79.2,312400800012,1174010900,72000,12
3546,1988,79.25,311000900479,1135010500,85000,15
3547,1988,79.25,311000900480,1135010500,85000,15
3548,1988,79.46,415440200014,1156012100,103500,15
3549,1988,79.47,312102400200,1165010800,240000,15
3550,1988,79.7,413629800142,1141011800,31000,10
3551,1988,79.75,310301000569,1121510500,135500,15
3552,1988,79.79,417243500034,1174010600,113000,12
3553,1988,79.8,416326400024,1165010100,144500,10
3554,1988,79.86,415446200008,1156012300,89300,15
3555,1988,79.87,310700100141,1129013400,44000,13
3556,1988,79.98,310900300195,1132010500,33000,15
3557,1988,79.99,312400800211,1174010600,105000,12
3558,1988,80.99,413301000030,1138010700,61500,15
3559,1988,82.34,416326400024,1165010100,150000,10
3560,1988,82.5,312400800012,1174010900,74500,11
3561,1988,82.74,413325400067,1138010900,57500,12
3562,1988,83.06,200000601218,1171011100,220000,24
3563,1988,83.475,311900900151,1159010500,158500,15
3564,1988,83.7,300000101362,1135010500,53000,6
3565,1988,83.7,413020700021,1135010500,88000,25
3566,1988,83.8,417225100087,1174010100,58900,15
3567,1988,83.96,415440200014,1156012100,54200,14
3568,1988,84.0,416326400024,1165010100,143000,9
3569,1988,84.11,312301100088,1171010700,136500,15
3570,1988,84.18,200000601218,1171011100,140000,1
3571,1988,84.2,413020700021,1135010500,89500,15
3572,1988,84.33,311900900119,1159010500,150000,15
3573,1988,84.38,413020700021,1135010500,61000,13
3574,1988,84.41,300000400459,1135010500,54500,5
3575,1988,84.41,412703300126,1132010700,35600,5
3576,1988,84.41,413020600021,1135010500,85000,5
3577,1988,84.5,415411900023,1156011400,116000,15
3578,1988,84.57,414825100068,1153010200,69000,15
3579,1988,84.58,200000601218,1171011100,169000,1
3580,1988,84.6,416066900068,1162010100,53000,3
3581,1988,84.65,300000800780,1138010300,92500,15
3582,1988,84.66,417225100087,1174010100,103000,15
3583,1988,84.69,416027500056,1162010100,90000,15
3584,1988,84.705,312301600024,1171010800,192500,15
3585,1988,84.73,415411900023,1156011400,84000,15
3586,1988,84.74,312102200205,1168011800,206000,15
3587,1988,84.74,416609400042,1168011800,80000,15
3588,1988,84.751,312301600024,1171010800,195000,15
3589,1988,84.76,312200600748,1168010400,160000,13
3590,1988,84.77,311201900377,1141011800,89500,15
3591,1988,84.77,413629800004,1141011800,40000,15
3592,1988,84.78,312200600748,1168010400,153800,13
3593,1988,84.85,311000500229,1135010400,87000,15
3594,1988,84.87,413913700084,1144010200,125000,15
3595,1988,84.9,310900300231,1132010500,28200,15
3596,1988,84.9,412703300054,1132010700,40850,15
3597,1988,84.91,212300200176,1171011200,155000,15
3598,1988,84.91,311000500229,1135010400,86000,15
3599,1988,84.91,311000500232,1135010400,110000,15
3600,1988,84.91,416913000004,1171011200,140000,15
3601,1988,84.92,312200600748,1168010400,150000,13
3602,1988,84.92,413042400006,1135010500,76800,15
3603,1988,84.93,311000500229,1135010400,89500,15
3604,1988,84.93,415411900023,1156011400,114000,14
3605,1988,84.95,311000500232,1135010400,102000,15
3606,1988,84.96,200000601218,1171011100,166000,1
3607,1988,84.96,310900100037,1132010600,27000,14
3608,1988,84.96,310900100041,1132010600,30000,4
3609,1988,84.96,311000500232,1135010400,84000,15
3610,1988,84.97,300505000351,1135010400,84500,15
3611,1988,84.97,311000900057,1135010400,49750,15
3612,1988,84.98,312301400407,1171011200,132000,14
3613,1988,84.99,311802800022,1159010900,126000,20
3614,1988,84.99,412702400007,1132010700,42500,10
3615,1988,86.62,413020900092,1135010500,89000,14
3616,1988,87.49,413020900092,1135010500,62000,14
3617,1988,87.57,300000400459,1135010500,91000,15
3618,1988,88.23,412703300012,1132010700,41800,15
3619,1988,89.45,412703300012,1132010700,45000,15
3620,1988,90.94,412703300054,1132010700,44000,15
3621,1988,93.13,300000101473,1135010500,54000,4
3622,1988,93.13,413021500022,1135010500,107500,15
3623,1988,93.75,300000101473,1135010500,53000,3
3624,1988,93.75,413021500022,1135010500,108000,15
3625,1988,99.38,312301100088,1171010700,143800,14
3626,1988,99.75,412703300054,1132010700,54000,15
3627,1988,100.31,200000601218,1171011100,234000,14
3628,1988,100.82,200000601218,1171011100,245000,14
3629,1988,100.82,416326400024,1165010100,149500,10
3630,1988,106.61,312301400405,1171011200,87000,11
3631,1988,106.61,312301400407,1171011200,74000,11
3632,1988,107.92,413020900092,1135010500,100000,13
3633,1988,109.5,412703300012,1132010700,58000,15
3634,1988,110.25,200000601218,1171011100,183000,1
3635,1988,112.29,311900900119,1159010500,182000,15
3636,1988,113.08,312301100088,1171010700,102000,14
3637,1988,114.44,311900900151,1159010500,168000,15
3638,1988,115.35,311900900151,1159010500,160000,15
3639,1988,115.67,413301000030,1138010700,80000,15
3640,1988,116.24,312102200205,1168011800,255000,12
3641,1988,116.24,416609400042,1168011800,82000,3
3642,1988,117.57,312102200205,1168011800,255000,15
3643,1988,117.57,416609400042,1168011800,100000,14
3644,1988,117.585,312301600024,1171010800,224000,15
3645,1988,120.42,200000601218,1171011100,240000,1
3646,1988,120.96,312301100088,1171010700,153000,14
3647,1988,121.23,200000601218,1171011100,277000,12
3648,1988,122.67,312301400405,1171011200,76800,11
3649,1988,124.95,311900900119,1159010500,187000,15
3650,1988,125.75,300000800780,1138010300,98500,15
3651,1988,125.79,212300200176,1171011200,175000,15
3652,1988,125.79,416913000004,1171011200,177000,15
3653,1988,126.16,311802800022,1159010900,132800,15
3654,1988,126.18,200000601218,1171011100,255000,15
3655,1988,127.02,311802800022,1159010900,147000,20
3656,1988,127.22,311000500232,1135010400,135000,15
3657,1988,128.97,200000601218,1171011100,240000,1
3658,1988,130.23,312102400200,1165010800,309000,15
3659,1988,130.73,312102400200,1165010800,320000,15
3660,1988,131.06,311900900151,1159010500,168000,15
3661,1988,131.4,311900900151,1159010500,186500,15
3662,1988,131.76,200000601218,1171011100,298000,8
3663,1988,135.99,200000601218,1171011100,310000,15
3664,1988,136.11,416027500056,1162010100,105000,15
3665,1988,136.325,312301600024,1171010800,236000,15
3666,1988,136.98,200000601218,1171011100,240000,1
3667,1988,147.18,311900900119,1159010500,205000,15
3668,1988,148.77,200000601218,1171011100,295000,15
3669,1988,157.07,311802800022,1159010900,141000,20
3670,1988,158.705,312301600024,1171010800,261500,15
3671,1988,163.44,200000601218,1171011100,335000,15
3672,1988,163.81,312102400200,1165010800,325000,15
3673,1988,165.36,312102400200,1165010800,340000,11
3674,1988,165.92,312102400200,1165010800,305000,15
3675,1988,192.235,312301600024,1171010800,298000,15
3676,1989,25.65,416931300056,1171010800,60000,14
3677,1989,28.71,310900300231,1132010500,13100,15
3678,1989,35.1,310900300231,1132010500,16000,15
3679,1989,35.46,416931300056,1171010800,69500,14
3680,1989,35.61,415120900065,1154510200,25000,6
3681,1989,36.16,412706700017,1132010700,17000,15
3682,1989,36.34,412706700017,1132010700,16000,15
3683,1989,38.71,311000900396,1135010500,36000,15
3684,1989,39.69,416931300056,1171010800,84800,14
3685,1989,39.78,413003700025,1135010400,52500,15
3686,1989,39.92,413003700025,1135010400,57800,15
3687,1989,41.3,412706700017,1132010700,18600,15
3688,1989,41.3,413021700023,1135010500,61500,15
3689,1989,41.3,413042900092,1135010500,55000,15
3690,1989,41.34,415105600096,1154510300,38000,15
3691,1989,43.35,311000900396,1135010500,46000,15
3692,1989,43.41,311000500196,1135010400,53000,15
3693,1989,43.56,311000500196,1135010400,54000,15
3694,1989,44.17,414829100046,1153010200,45700,15
3695,1989,44.82,310900100018,1132010500,17000,5
3696,1989,45.55,311000600174,1135010500,53000,15
3697,1989,45.55,413042900092,1135010500,53000,15
3698,1989,45.9,311000600174,1135010500,59700,15
3699,1989,45.9,413042900092,1135010500,54500,15
3700,1989,46.26,416931300056,1171010800,85000,14
3701,1989,46.8,311000900396,1135010500,50000,15
3702,1989,49.5,413003700025,1135010400,62800,15
3703,1989,49.85,413003700025,1135010400,57000,15
3704,1989,49.94,412706700017,1132010700,23050,15
3705,1989,49.94,413021700023,1135010500,71800,15
3706,1989,49.94,413042900092,1135010500,63500,15
3707,1989,50.97,311000500265,1135010600,59000,15
3708,1989,51.28,414540400098,1150010900,25500,9
3709,1989,51.29,311000500265,1135010600,63000,15
3710,1989,51.39,411225800032,1121510500,95500,15
3711,1989,51.57,310301000576,1121510500,95000,15
3712,1989,51.62,413913700073,1144010200,71500,15
3713,1989,52.02,310900100018,1132010500,17000,5
3714,1989,52.71,310600800037,1126010500,38000,5
3715,1989,53.24,415419800032,1156013200,79000,15
3716,1989,53.87,415416900014,1156013300,28500,9
3717,1989,54.02,311000500196,1135010400,70500,15
3718,1989,54.29,311000500196,1135010400,69900,15
3719,1989,54.48,311000500265,1135010600,59000,15
3720,1989,54.61,414846700062,1153010600,58000,13
3721,1989,54.86,414829100046,1153010200,63500,15
3722,1989,55.5,310900100018,1132010500,21000,5
3723,1989,55.89,411534200021,1123010800,60000,15
3724,1989,55.89,411834800073,1126010600,31000,5
3725,1989,57.96,413006700103,1135010300,53000,5
3726,1989,57.97,413003700028,1135010400,71000,15
3727,1989,58.01,413042900092,1135010500,64000,15
3728,1989,58.15,415416900014,1156013300,33500,10
3729,1989,58.62,300000200544,1121510400,109000,15
3730,1989,59.07,212100100240,1165010700,148500,15
3731,1989,59.22,311000500196,1135010400,28800,8
3732,1989,59.22,413003700025,1135010400,67000,15
3733,1989,59.39,413021700023,1135010500,72000,15
3734,1989,59.4,411834800073,1126010600,31500,5
3735,1989,59.46,413003700025,1135010400,59700,15
3736,1989,59.67,300502500184,1123010500,62000,14
3737,1989,59.67,311000300193,1135010500,60000,15
3738,1989,59.67,411235300061,1121510400,133500,19
3739,1989,59.7,413003700025,1135010400,58700,12
3740,1989,59.87,413003700025,1135010400,55000,14
3741,1989,59.9,311000900396,1135010500,60000,15
3742,1989,59.9,311000900399,1135010500,56500,15
3743,1989,59.91,300501400431,1120010800,95000,13
3744,1989,59.94,310600800037,1126010500,41500,5
3745,1989,60.48,411534200021,1123010800,79000,15
3746,1989,61.14,415105600096,1154510300,57000,15
3747,1989,61.15,415105600096,1154510300,50000,15
3748,1989,61.23,415105600096,1154510300,50500,15
3749,1989,62.04,413006700103,1135010300,40800,5
3750,1989,62.05,416365700014,1165010800,106500,12
3751,1989,62.1,413006700103,1135010300,49000,4
3752,1989,62.17,413021700023,1135010500,40500,1
3753,1989,62.36,311100200040,1138010200,39000,12
3754,1989,62.41,410944800018,1120010200,44000,12
3755,1989,62.41,410944800022,1120010200,90000,15
3756,1989,63.0,310600300220,1126010600,30000,5
3757,1989,63.94,416304900070,1165010600,175000,15
3758,1989,64.39,414846700062,1153010600,68000,13
3759,1989,64.4,415419800008,1156013200,62100,12
3760,1989,64.4,415419800032,1156013200,90000,15
3761,1989,64.62,311000500196,1135010400,72700,15
3762,1989,64.79,310301000576,1121510500,117000,15
3763,1989,64.8,413006700103,1135010300,53500,5
3764,1989,64.88,311000500196,1135010400,67000,13
3765,1989,65.14,311000500196,1135010400,61000,12
3766,1989,65.33,311000500196,1135010400,67000,13
3767,1989,65.88,414540400098,1150010900,33000,10
3768,1989,66.24,413006700103,1135010300,40000,5
3769,1989,67.36,414838500022,1153010700,42000,11
3770,1989,67.44,413006700103,1135010300,35950,4
3771,1989,69.06,300000200544,1121510400,125000,15
3772,1989,69.46,415416900014,1156013300,37000,9
3773,1989,70.12,410944800022,1120010200,68000,1
3774,1989,70.38,415416900014,1156013300,39300,8
3775,1989,71.1,416331800053,1165010800,150000,13
3776,1989,71.38,414838500022,1153010700,31000,11
3777,1989,71.49,212100100240,1165010700,190000,15
3778,1989,71.78,310900300242,1132010500,24500,15
3779,1989,71.82,413913700073,1144010200,72000,13
3780,1989,71.85,410929700065,1120010600,79500,15
3781,1989,71.85,410929700067,1120010600,33000,15
3782,1989,71.89,413021700023,1135010500,68200,5
3783,1989,72.0,413913700073,1144010200,72500,7
3784,1989,72.17,413003700028,1135010400,73700,15
3785,1989,72.27,411534200021,1123010800,73000,13
3786,1989,72.32,415416900014,1156013300,44900,8
3787,1989,72.34,310401100059,1121510500,105000,9
3788,1989,72.34,411225800032,1121510500,122000,15
3789,1989,72.49,311000500265,1135010600,85500,15
3790,1989,72.73,311000500265,1135010600,75000,15
3791,1989,72.99,416304900070,1165010600,69300,1
3792,1989,73.59,312300500197,1171011200,105000,12
3793,1989,73.63,415416900014,1156013300,49500,10
3794,1989,73.88,415416900014,1156013300,15000,1
3795,1989,74.13,416365700014,1165010800,85500,3
3796,1989,74.2,311000500265,1135010600,89500,15
3797,1989,74.34,413913700073,1144010200,40400,13
3798,1989,74.66,414829100046,1153010200,76000,15
3799,1989,74.88,411235300061,1121510400,161250,19
3800,1989,74.94,414829100046,1153010200,50900,15
3801,1989,75.03,311000900396,1135010500,64500,15
3802,1989,75.03,311000900399,1135010500,67700,15
3803,1989,75.11,311100200040,1138010200,50000,12
3804,1989,75.2,410944800018,1120010200,47500,15
3805,1989,75.2,410944800022,1120010200,91000,15
3806,1989,75.55,300000200552,1121510400,167500,14
3807,1989,76.41,300502500184,1123010500,75000,15
3808,1989,76.68,312101900213,1165010600,165000,14
3809,1989,78.39,416304900070,1165010600,183000,15
3810,1989,78.64,414838500022,1153010700,45000,7
3811,1989,79.52,311100200040,1138010200,41500,12
3812,1989,80.01,416917400039,1171010600,107500,10
3813,1989,80.1,310301000576,1121510500,118000,15
3814,1989,81.54,417235500058,1174010500,73000,9
3815,1989,81.63,417235500058,1174010500,72000,9
3816,1989,81.91,310600800037,1126010500,58500,5
3817,1989,82.0,416917400039,1171010600,102500,10
3818,1989,82.32,413938200026,1144011200,87020,12
3819,1989,82.36,413938200026,1144011200,116000,12
3820,1989,83.66,415419800008,1156013200,104500,12
3821,1989,83.66,415419800032,1156013200,103000,13
3822,1989,83.93,411235300061,1121510400,102500,2
3823,1989,83.96,411235300061,1121510400,79500,2
3824,1989,84.06,413301800053,1138010500,44900,15
3825,1989,84.33,416365400013,1165010800,175000,15
3826,1989,84.33,416365700014,1165010800,168000,15
3827,1989,84.34,416365400013,1165010800,175000,8
3828,1989,84.34,416365700014,1165010800,122000,8
3829,1989,84.38,416331800053,1165010800,88800,10
3830,1989,84.41,413021700023,1135010500,84000,5
3831,1989,84.53,300501400431,1120010800,110600,15
3832,1989,84.53,312101900213,1165010600,218500,15
3833,1989,84.53,411235300061,1121510400,143500,19
3834,1989,84.55,300000200552,1121510400,173000,14
3835,1989,84.56,411235300061,1121510400,169000,19
3836,1989,84.61,413913700073,1144010200,116000,15
3837,1989,84.62,415105600096,1154510300,54800,8
3838,1989,84.66,300000200544,1121510400,120000,13
3839,1989,84.69,413913700073,1144010200,90000,15
3840,1989,84.75,413301800053,1138010500,35000,15
3841,1989,84.79,413913700073,1144010200,87500,13
3842,1989,84.79,416365400013,1165010800,139500,13
3843,1989,84.79,416365700014,1165010800,70500,14
3844,1989,84.8,416365400013,1165010800,127000,15
3845,1989,84.8,416365700014,1165010800,56000,14
3846,1989,84.82,415105600096,1154510300,65000,15
3847,1989,84.87,312300500197,1171011200,85000,12
3848,1989,84.89,311000900396,1135010500,70000,15
3849,1989,84.91,310401100059,1121510500,104000,13
3850,1989,84.91,311000300193,1135010500,72000,15
3851,1989,84.91,411225800032,1121510500,148000,15
3852,1989,84.91,414829100046,1153010200,80000,15
3853,1989,84.92,416625100012,1168010600,94000,15
3854,1989,84.93,300000200544,1121510400,148000,14
3855,1989,84.94,413003700028,1135010400,95000,15
3856,1989,84.96,310401100059,1121510500,103000,13
3857,1989,84.96,411534200021,1123010800,90000,15
3858,1989,84.96,416331800053,1165010800,149500,13
3859,1989,84.97,311000500265,1135010600,97500,15
3860,1989,84.98,310900300242,1132010500,33600,15
3861,1989,84.99,414846700062,1153010600,78000,13
3862,1989,85.48,413938200026,1144011200,134500,11
3863,1989,85.54,413938200026,1144011200,85000,12
3864,1989,88.76,410944800022,1120010200,99600,1
3865,1989,89.48,413938200026,1144011200,144400,12
3866,1989,89.79,413938200026,1144011200,134000,12
3867,1989,90.94,413021700023,1135010500,98500,15
3868,1989,90.95,413629800152,1141011800,23500,8
3869,1989,91.41,413629800152,1141011800,33500,2
3870,1989,91.91,413629800152,1141011800,32800,11
3871,1989,93.41,413629800152,1141011800,28600,8
3872,1989,93.91,413629800152,1141011800,41000,11
3873,1989,94.41,413629800152,1141011800,34800,7
3874,1989,94.46,410944800018,1120010200,52000,15
3875,1989,94.46,410944800022,1120010200,89800,15
3876,1989,95.91,413629800152,1141011800,27500,8
3877,1989,96.91,413629800152,1141011800,25000,7
3878,1989,102.61,300000200552,1121510400,188000,14
3879,1989,106.25,311000200569,1135010500,117500,15
3880,1989,106.67,410944800022,1120010200,42000,1
3881,1989,110.39,416625100012,1168010600,300000,16
3882,1989,114.57,311000500265,1135010600,110000,15
3883,1989,114.59,410944800018,1120010200,54250,12
3884,1989,114.59,410944800022,1120010200,119000,15
3885,1989,118.52,413003700028,1135010400,77000,15
3886,1989,122.18,311000200569,1135010500,133000,15
3887,1989,124.8,413301800053,1138010500,56000,10
3888,1989,124.81,413301800053,1138010500,40300,10
3889,1989,126.94,300000200552,1121510400,174000,13
3890,1989,129.91,311000500265,1135010600,97000,15
3891,1989,135.09,413629800152,1141011800,42700,1
3892,1989,138.07,413629800152,1141011800,36000,5
3893,1989,145.06,413629800152,1141011800,44000,12
3894,1989,151.2,413629800152,1141011800,43900,9
3895,1989,151.4,413629800152,1141011800,44000,10
3896,1989,154.2,413629800152,1141011800,45000,4
3897,1989,156.91,300000200552,1121510400,170000,14
3898,1990,35.2,312400800018,1174010900,56500,11
3899,1990,35.44,411837700019,1126010100,38700,15
3900,1990,36.16,412731000044,1132010700,19500,15
3901,1990,36.34,412731000044,1132010700,16500,15
3902,1990,36.36,310900300206,1132010500,15200,15
3903,1990,38.64,311700800069,1154510200,42000,15
3904,1990,39.78,413020200017,1135010600,54500,15
3905,1990,39.78,413020200018,1135010600,54500,15
3906,1990,39.91,413020200017,1135010600,57800,15
