,built_years,size,street_adress_code,dong_code,max(price),max(floor)
13578,2002,84.32,310400300084,1121510300,141000,22
13579,2002,84.32,414543900028,1150010600,26000,10
13580,2002,84.33,300506700262,1147010300,32000,10
13581,2002,84.33,411238100084,1121510100,53800,6
13582,2002,84.33,416027900036,1162010300,35500,4
13583,2002,84.336,310900600891,1132010800,39500,12
13584,2002,84.354,310900600835,1132010800,38900,19
13585,2002,84.354,310900600891,1132010800,40500,18
13586,2002,84.36,411811700023,1126010400,21000,5
13587,2002,84.36,413016800140,1135010300,29000,7
13588,2002,84.36,413326700134,1138011000,79000,6
13589,2002,84.37,410330300080,1114016200,44950,3
13590,2002,84.37,410908500027,1120011300,83500,15
13591,2002,84.38,416347200005,1165010200,84000,7
13592,2002,84.38,416349800021,1165010200,58500,5
13593,2002,84.39,416034400014,1162010200,48000,7
13594,2002,84.4,300506700262,1147010300,52000,9
13595,2002,84.4,411517400035,1123010600,40200,10
13596,2002,84.4,413326700134,1138011000,75000,6
13597,2002,84.4,416905500021,1171010700,45000,9
13598,2002,84.4,417229300007,1174010900,40000,6
13599,2002,84.41,413628000051,1141011600,32500,4
13600,2002,84.42,414551800023,1150010300,26000,6
13601,2002,84.42,415737200018,1159010200,42500,6
13602,2002,84.4272,311000600246,1135010500,68000,11
13603,2002,84.43,414228500031,1147010100,45000,9
13604,2002,84.43,417213500013,1174010100,90000,15
13605,2002,84.44,413913700110,1144010900,35000,4
13606,2002,84.44,417204700018,1174010900,45750,3
13607,2002,84.46,411225700025,1121510500,145500,16
13608,2002,84.46,413326700134,1138011000,79000,5
13609,2002,84.46,415722100009,1159010900,50500,6
13610,2002,84.47,416321600023,1165010200,64000,5
13611,2002,84.48,311100100166,1138010500,33000,6
13612,2002,84.48,410630500031,1117013000,67000,4
13613,2002,84.48,413019000007,1135010300,69000,16
13614,2002,84.48,413322900037,1138010700,33027,6
13615,2002,84.48,416301400024,1165010200,59000,6
13616,2002,84.48,416324300048,1165010800,47750,3
13617,2002,84.489,311500900038,1150010600,44000,8
13618,2002,84.49,416313000004,1165010700,72000,3
13619,2002,84.49,416348800002,1165010200,46400,6
13620,2002,84.51,300501600010,1144011000,59999,19
13621,2002,84.51,311400500047,1147010200,89500,15
13622,2002,84.512,311500900038,1150010600,44000,13
13623,2002,84.53,411246700036,1121510100,42500,4
13624,2002,84.53,414543700060,1150010600,32500,6
13625,2002,84.54,312400800145,1174010600,57000,7
13626,2002,84.54,417213200045,1174010900,42200,7
13627,2002,84.54,417227300079,1174010600,73000,12
13628,2002,84.55,312400800145,1174010600,30000,5
13629,2002,84.55,416349800021,1165010200,52000,5
13630,2002,84.552,412445800041,1130510100,78000,17
13631,2002,84.56,415737200018,1159010200,44500,4
13632,2002,84.56,416942900039,1171011100,58500,4
13633,2002,84.57,416619300032,1168010100,47000,6
13634,2002,84.58,311100500055,1138010800,46000,7
13635,2002,84.58,414530000063,1150010200,28200,1
13636,2002,84.58,415412300007,1156011500,95000,10
13637,2002,84.58,417221600007,1174010700,41500,6
13638,2002,84.5802,415750800009,1159010200,84000,18
13639,2002,84.59,311400500047,1147010200,86500,12
13640,2002,84.59,410054600020,1111017000,59500,6
13641,2002,84.59,415753600059,1159010900,128500,15
13642,2002,84.59,416323200027,1165010800,104000,8
13643,2002,84.6,311100100166,1138010500,33800,7
13644,2002,84.6,414541700046,1150010200,39000,12
13645,2002,84.6,414543700060,1150010600,33000,10
13646,2002,84.6,415131200035,1154510300,31800,8
13647,2002,84.6,416018900071,1162010200,37500,8
13648,2002,84.6,417213400038,1174010100,69000,6
13649,2002,84.61,417202000013,1174010700,55500,5
13650,2002,84.614,310500900036,1123010900,81000,18
13651,2002,84.617,311500900038,1150010600,39500,13
13652,2002,84.62,413642600077,1141011700,60000,15
13653,2002,84.62,414505400030,1150010300,37600,11
13654,2002,84.62,415737200018,1159010200,39000,5
13655,2002,84.6275,311500200100,1150010900,33800,11
13656,2002,84.63,414505400030,1150010300,34000,5
13657,2002,84.63,416027900036,1162010300,47500,3
13658,2002,84.63,417227300079,1174010600,78000,16
13659,2002,84.63,417234500032,1174010500,39800,6
13660,2002,84.64,311100100097,1138010800,42000,5
13661,2002,84.64,312101900166,1165010600,168000,18
13662,2002,84.64,410655000057,1117011900,47200,9
13663,2002,84.64,414505400030,1150010300,34700,10
13664,2002,84.65,411824800011,1126010100,32700,5
13665,2002,84.65,412710100005,1132010700,37300,19
13666,2002,84.65,413019000007,1135010300,77000,10
13667,2002,84.65,416614400045,1168010700,40500,5
13668,2002,84.66,411565000029,1123010700,70000,3
13669,2002,84.66,414216200012,1147010200,33500,6
13670,2002,84.66,417217200027,1174010800,72600,10
13671,2002,84.67,416356000044,1165010700,34000,4
13672,2002,84.67,416642600034,1168010600,59500,3
13673,2002,84.67,417234500032,1174010500,38800,5
13674,2002,84.68,310300600031,1120010900,27500,3
13675,2002,84.688,416661800013,1168010100,149000,17
13676,2002,84.69,412106600054,1129013800,54700,8
13677,2002,84.69,414823200077,1153010200,70000,15
13678,2002,84.69,415131200035,1154510300,28000,5
13679,2002,84.69,417204700018,1174010900,45000,2
13680,2002,84.706,311201900038,1141011700,99000,22
13681,2002,84.706,416047100016,1162010100,59000,11
13682,2002,84.71,411565000029,1123010700,90000,7
13683,2002,84.71,414541700046,1150010200,37900,9
13684,2002,84.715,300505600303,1138011000,60000,9
13685,2002,84.7156,413017300029,1135010300,39900,10
13686,2002,84.72,300506600225,1147010100,83000,12
13687,2002,84.72,414216200012,1147010200,32300,7
13688,2002,84.72,417213400038,1174010100,49000,6
13689,2002,84.72,417227300079,1174010600,120000,14
13690,2002,84.73,311000500022,1135010300,29700,2
13691,2002,84.73,411232200013,1121510500,81500,8
13692,2002,84.73,413315000016,1138010400,35000,6
13693,2002,84.73,413919900027,1144012300,101000,16
13694,2002,84.73,413949600043,1144012500,27300,3
13695,2002,84.73,415753600059,1159010900,105000,15
13696,2002,84.73,417213500013,1174010100,50500,12
13697,2002,84.73,417221800025,1174010700,112800,13
13698,2002,84.7368,413017300029,1135010300,41800,9
13699,2002,84.74,200000300569,1147010300,37000,12
13700,2002,84.74,311400100180,1147010100,148000,19
13701,2002,84.74,417213200089,1174010900,52700,5
13702,2002,84.741,414812300064,1153010800,76000,24
13703,2002,84.742,300505600303,1138011000,61000,7
13704,2002,84.744,413017300029,1135010300,30800,4
13705,2002,84.7472,413326300005,1138011000,73500,11
13706,2002,84.75,312301000245,1171011400,102000,13
13707,2002,84.75,413019000007,1135010300,77800,14
13708,2002,84.75,416643100011,1168010600,97000,16
13709,2002,84.75,417213100040,1174010900,32300,7
13710,2002,84.75,417230000025,1174010900,42800,5
13711,2002,84.75,417230000029,1174010900,42300,5
13712,2002,84.75,417235700097,1174010100,33500,4
13713,2002,84.76,300506600225,1147010100,74000,15
13714,2002,84.76,411223200017,1121510100,55500,12
13715,2002,84.76,416646400021,1168010800,37000,4
13716,2002,84.77,312200400312,1168010100,63000,15
13717,2002,84.77,413912200035,1144012400,41700,7
13718,2002,84.77,415442100007,1156011700,59000,19
13719,2002,84.77,415753600059,1159010900,92000,15
13720,2002,84.77,416954400042,1171011200,39000,4
13721,2002,84.78,311700800052,1154510200,52000,12
13722,2002,84.78,410309400229,1114016200,63500,3
13723,2002,84.78,414223800016,1147010300,27000,6
13724,2002,84.78,414830000042,1153010700,50000,14
13725,2002,84.78,416345900071,1165010600,143000,15
13726,2002,84.78,416661400022,1168010100,111000,5
13727,2002,84.79,300506600225,1147010100,46000,14
13728,2002,84.79,312302300572,1174010800,86000,16
13729,2002,84.79,411223200017,1121510100,44000,11
13730,2002,84.79,413919900027,1144012300,104500,16
13731,2002,84.79,415753600059,1159010900,98000,15
13732,2002,84.79,417213000077,1174010700,128000,26
13733,2002,84.8,410918000104,1120010500,58000,11
13734,2002,84.8,413634900013,1141011900,26000,4
13735,2002,84.8,414223000005,1147010100,79700,5
13736,2002,84.8,417224600026,1174010100,32000,5
13737,2002,84.807,413018300026,1135010300,50000,11
13738,2002,84.81,310500900101,1123011000,74400,20
13739,2002,84.81,411247700043,1121510500,110000,14
13740,2002,84.81,413039900050,1135010500,49800,6
13741,2002,84.81,414202000030,1147010300,42000,13
13742,2002,84.81,414226200060,1147010100,90000,15
13743,2002,84.81,415753600059,1159010900,129500,15
13744,2002,84.81,416356000044,1165010700,74700,4
13745,2002,84.81,416930000024,1171010700,67200,5
13746,2002,84.82,312400100052,1174010700,78250,13
13747,2002,84.82,410052100016,1111010200,65000,4
13748,2002,84.82,410052100018,1111010200,51700,3
13749,2002,84.82,416321500030,1165010200,76750,3
13750,2002,84.82,417213200045,1174010900,54700,10
13751,2002,84.82,417224600026,1174010100,46000,5
13752,2002,84.83,311601300073,1154510200,75700,24
13753,2002,84.83,312302300572,1174010800,79500,18
13754,2002,84.83,312400100052,1174010700,79800,9
13755,2002,84.83,414239200035,1147010300,38000,8
13756,2002,84.83,415107000022,1154510300,29000,2
13757,2002,84.83,416628100054,1168010800,50300,8
13758,2002,84.83,417217000029,1174010800,90500,14
13759,2002,84.84,300002400750,1154510300,71800,21
13760,2002,84.84,300505600303,1138011000,36200,7
13761,2002,84.84,312200800240,1168010100,65000,6
13762,2002,84.84,410309400229,1114016200,84300,3
13763,2002,84.84,411246700036,1121510100,43000,6
13764,2002,84.84,413301800002,1138010500,39800,5
13765,2002,84.84,413922100098,1144012300,32500,4
13766,2002,84.84,415431700028,1156010100,125000,23
13767,2002,84.84,415753600059,1159010900,99500,15
13768,2002,84.84,416032400025,1162010200,45500,12
13769,2002,84.84,416931200025,1171010800,61900,7
13770,2002,84.844,300505600303,1138011000,31500,6
13771,2002,84.85,300506600225,1147010100,78500,14
13772,2002,84.85,413634900013,1141011900,30200,6
13773,2002,84.85,415753600059,1159010900,95000,15
13774,2002,84.85,416001000035,1162010100,46400,7
13775,2002,84.85,416669300057,1168010600,139500,13
13776,2002,84.8577,311000600246,1135010500,65000,15
13777,2002,84.86,411565000029,1123010700,95000,7
13778,2002,84.86,412721400033,1132010600,33500,9
13779,2002,84.86,414823200077,1153010200,72700,15
13780,2002,84.86,415100700053,1154510300,26000,4
13781,2002,84.86,417213200045,1174010900,69500,9
13782,2002,84.86,417235700097,1174010100,36900,7
13783,2002,84.87,411539600011,1123010600,46000,14
13784,2002,84.87,412721400033,1132010600,34200,14
13785,2002,84.87,416032400025,1162010200,66500,15
13786,2002,84.88,310101400032,1114016200,157000,18
13787,2002,84.88,311400100180,1147010100,158500,19
13788,2002,84.88,414226200060,1147010100,65000,15
13789,2002,84.88,415473500042,1156010100,86000,17
13790,2002,84.88,416323200027,1165010800,55500,4
13791,2002,84.88,417213000077,1174010700,89000,20
13792,2002,84.89,310900200058,1132010500,31000,3
13793,2002,84.89,312302400191,1174010800,75000,12
13794,2002,84.89,312400100052,1174010700,63000,5
13795,2002,84.89,410655200018,1117011900,41000,5
13796,2002,84.89,411232200013,1121510500,107000,6
13797,2002,84.89,413326600032,1138011000,81000,7
13798,2002,84.89,414529600063,1150010300,22500,4
13799,2002,84.89,416305200007,1165010100,47000,7
13800,2002,84.89,416355500017,1165010700,51000,6
13801,2002,84.89,417213000077,1174010700,81500,19
13802,2002,84.9,413301600007,1138010800,35500,6
13803,2002,84.9,414836000136,1153011000,25000,4
13804,2002,84.9,416338100063,1165010800,120200,11
13805,2002,84.9,416365800057,1165010800,119000,14
13806,2002,84.9,416940000007,1171010700,54700,4
13807,2002,84.908,415431700028,1156010100,130500,23
13808,2002,84.9095,414518400051,1150010600,39000,13
13809,2002,84.91,300002800271,1153010700,49000,16
13810,2002,84.91,312302300572,1174010800,75000,18
13811,2002,84.91,411238100084,1121510100,64500,6
13812,2002,84.91,412125500015,1129011300,44200,5
13813,2002,84.91,413634400021,1141011900,24000,6
13814,2002,84.91,413912200035,1144012400,72000,5
13815,2002,84.91,413949600017,1144012500,38700,6
13816,2002,84.91,416345300015,1165010600,238000,20
13817,2002,84.91,417226100090,1174010800,64300,9
13818,2002,84.9132,413016300010,1135010600,65000,19
13819,2002,84.914,414549400107,1150010300,63200,15
13820,2002,84.918,311201200149,1141011800,71000,20
13821,2002,84.92,312302300572,1174010800,89000,18
13822,2002,84.92,411232200013,1121510500,96000,10
13823,2002,84.92,411840000029,1126010500,49500,12
13824,2002,84.92,413023000074,1135010500,23700,3
13825,2002,84.92,414226200060,1147010100,84000,15
13826,2002,84.92,416317500018,1165010200,61800,4
13827,2002,84.92,416321500030,1165010200,58000,3
13828,2002,84.92,416347200005,1165010200,104000,6
13829,2002,84.92,417235100017,1174010900,63000,7
13830,2002,84.923,300000800586,1138010200,84000,19
13831,2002,84.923,416047100016,1162010100,84000,19
13832,2002,84.9231,413007900038,1135010500,35400,9
13833,2002,84.925,416047100016,1162010100,97000,18
13834,2002,84.93,410309400229,1114016200,75000,3
13835,2002,84.93,410657500010,1117010100,57000,4
13836,2002,84.93,413605800074,1141010500,94000,17
13837,2002,84.93,416321500030,1165010200,47500,1
13838,2002,84.93,417213000077,1174010700,99800,23
13839,2002,84.93,417227300079,1174010600,100000,22
13840,2002,84.932,416661800013,1168010100,158500,17
13841,2002,84.937,310900600646,1132010600,59000,22
13842,2002,84.937,412714300042,1132010600,52000,20
13843,2002,84.9383,310900800328,1132010500,41500,15
13844,2002,84.94,410018300011,1111018600,45000,3
13845,2002,84.94,410330600030,1114016200,80000,5
13846,2002,84.94,410615100068,1117013300,75500,17
13847,2002,84.94,410655000057,1117011900,52500,12
13848,2002,84.94,414505300015,1150010600,36750,11
13849,2002,84.94,414549400107,1150010300,58350,15
13850,2002,84.94,416672400018,1168010100,27000,1
13851,2002,84.94,417242700012,1174010800,47000,7
13852,2002,84.941,300501100036,1120011400,190000,25
13853,2002,84.9416,310601100286,1126010400,91000,24
13854,2002,84.9416,411812000070,1126010400,46000,24
13855,2002,84.95,311400100190,1147010100,86000,19
13856,2002,84.95,311401400174,1147010100,30000,9
13857,2002,84.95,312301000245,1171011400,71500,11
13858,2002,84.95,410615100068,1117013300,63500,15
13859,2002,84.95,410652200018,1117011400,30000,2
13860,2002,84.95,413316500006,1138010300,53000,4
13861,2002,84.95,414223000005,1147010100,56000,8
13862,2002,84.95,416622700016,1168010100,80000,2
13863,2002,84.95,416628100054,1168010800,132500,8
13864,2002,84.95,416932800012,1171010800,63500,5
13865,2002,84.952,300501100036,1120011400,170000,24
13866,2002,84.96,200000300575,1147010300,43500,14
13867,2002,84.96,300506400137,1150010200,55000,16
13868,2002,84.96,300506600225,1147010100,50000,14
13869,2002,84.96,311600300052,1153010800,63800,18
13870,2002,84.96,312301100257,1171010800,119000,15
13871,2002,84.96,312302400114,1174010800,113000,23
13872,2002,84.96,413305600029,1138010900,38000,5
13873,2002,84.96,413319500014,1138010700,14200,2
13874,2002,84.96,413920000103,1144012300,99000,16
13875,2002,84.96,413932400006,1144012500,52000,3
13876,2002,84.96,414541700041,1150010200,38000,13
13877,2002,84.96,416619300032,1168010100,69700,5
13878,2002,84.9698,413007900038,1135010500,48500,12
13879,2002,84.97,300000100476,1126010100,82000,19
13880,2002,84.97,310900600031,1135010200,105000,28
13881,2002,84.97,311500800420,1150010200,48500,15
13882,2002,84.97,312100200046,1165010600,217000,16
13883,2002,84.97,411232200013,1121510500,83500,14
13884,2002,84.97,412125500015,1129011300,35000,6
13885,2002,84.97,413912200035,1144012400,45000,3
13886,2002,84.97,413919900027,1144012300,71000,16
13887,2002,84.97,416356000044,1165010700,69000,6
13888,2002,84.97,417213200067,1174010900,35900,5
13889,2002,84.971,300502400249,1120011800,72000,14
13890,2002,84.974,413639400012,1141011100,35400,5
13891,2002,84.9765,310601100286,1126010400,59000,23
13892,2002,84.9765,411812000070,1126010400,45000,23
13893,2002,84.978,415728800173,1159010700,97500,15
13894,2002,84.9785,310601100286,1126010400,90000,23
13895,2002,84.9785,411812000070,1126010400,46000,24
13896,2002,84.98,300506600225,1147010100,47650,14
13897,2002,84.98,312400100052,1174010700,71500,11
13898,2002,84.98,410615100068,1117013300,67500,16
13899,2002,84.98,411232200013,1121510500,99000,10
13900,2002,84.98,413932400006,1144012500,25000,2
13901,2002,84.98,414201700063,1147010300,47000,9
13902,2002,84.98,414505300015,1150010600,29500,5
13903,2002,84.98,414505500043,1150010600,28000,5
13904,2002,84.98,416303900056,1165010600,138000,8
13905,2002,84.9832,415750800009,1159010200,78700,16
13906,2002,84.984,310500900036,1123010900,51500,18
13907,2002,84.986,300508600427,1168010100,104000,26
13908,2002,84.986,414218100012,1147010200,75000,7
13909,2002,84.9861,311400500057,1147010200,109000,15
13910,2002,84.99,312302100185,1171010800,62800,12
13911,2002,84.99,410330600030,1114016200,70000,2
13912,2002,84.99,411507500033,1123010500,91000,22
13913,2002,84.99,412125500015,1129011300,52000,6
13914,2002,84.99,413609800006,1141011100,86600,20
13915,2002,84.99,414226200060,1147010100,88500,15
13916,2002,84.99,416029000009,1162010300,55000,4
13917,2002,84.99,416321400088,1165010200,60000,6
13918,2002,84.99,416622700016,1168010100,35000,4
13919,2002,84.99,416905700037,1171010700,106000,13
13920,2002,85.25,416327500015,1165010100,42000,5
13921,2002,85.54,311802000143,1156011000,57000,5
13922,2002,85.76,413628000051,1141011600,39500,6
13923,2002,85.8,415111500022,1154510300,34000,5
13924,2002,86.13,416048000011,1162010300,32500,5
13925,2002,86.22,413934600014,1144012600,43000,9
13926,2002,86.2286,413008000081,1135010500,79500,10
13927,2002,86.24,414233900002,1147010100,34800,2
13928,2002,86.6702,413008000074,1135010500,48000,21
13929,2002,86.6702,413008000081,1135010500,38000,23
13930,2002,87.51,416305200007,1165010100,89500,6
13931,2002,87.99,414233900002,1147010100,28000,3
13932,2002,88.05,413316900037,1138010300,34500,7
13933,2002,88.4,416047300066,1162010300,50300,3
13934,2002,88.67,416048000011,1162010300,44300,5
13935,2002,88.74,412731600010,1132010500,18500,5
13936,2002,88.89,410046100007,1111018400,34000,4
13937,2002,88.9,411820800013,1126010100,30000,4
13938,2002,89.14,416047700030,1162010300,58000,3
13939,2002,89.18,416047700030,1162010300,36200,1
13940,2002,89.2,411517400035,1123010600,43500,9
13941,2002,89.44,311401400174,1147010100,31300,7
13942,2002,89.47,416321600023,1165010200,83000,4
13943,2002,89.53,416313300007,1165010700,50000,3
13944,2002,89.55,413919700006,1144012300,92000,13
13945,2002,89.6,416321500030,1165010200,63000,7
13946,2002,89.8,310300600031,1120010900,38000,6
13947,2002,89.8,416047500022,1162010300,57000,3
13948,2002,89.97,416048000011,1162010300,41000,3
13949,2002,90.27,416027900036,1162010300,43500,4
13950,2002,90.29,311802000143,1156011000,64700,5
13951,2002,90.84,412128000031,1129013400,21000,3
13952,2002,90.88,416357400078,1165010100,55500,5
13953,2002,90.94,416628100054,1168010800,50000,8
13954,2002,91.004,311400400011,1147010200,35000,1
13955,2002,91.13,416047300066,1162010300,35300,1
13956,2002,91.16,417213200045,1174010900,57000,7
13957,2002,91.31,417213200045,1174010900,43500,5
13958,2002,91.37,416047300051,1162010300,44500,5
13959,2002,91.38,413931200092,1144012500,38000,5
13960,2002,91.66,416313300007,1165010700,57500,4
13961,2002,91.67,416027600005,1162010100,32000,2
13962,2002,91.9719,414538800037,1150010900,43000,6
13963,2002,91.98,411245200015,1121510300,49000,5
13964,2002,92.13,414534300006,1150010900,23500,5
13965,2002,92.16,414502300033,1150010300,29000,4
13966,2002,92.26,414502300033,1150010300,30000,5
13967,2002,92.37,416315800010,1165010100,53000,8
13968,2002,92.4,416327500015,1165010100,67000,3
13969,2002,92.52,410603800009,1117013100,68000,6
13970,2002,92.52,416305200007,1165010100,33000,9
13971,2002,92.522,413016300010,1135010600,44400,15
13972,2002,92.57,412135300023,1129010100,61500,4
13973,2002,92.67,416357400078,1165010100,56500,5
13974,2002,92.71,410603800009,1117013100,62500,2
13975,2002,92.85,414228500031,1147010100,50000,4
13976,2002,92.96,416002300008,1162010100,39000,8
13977,2002,92.984,311400400011,1147010200,53300,6
13978,2002,93.09,417242700040,1174010800,54500,10
13979,2002,93.1,414502300033,1150010300,28000,4
13980,2002,93.14,411252300015,1121510300,30000,5
13981,2002,93.26,416301500073,1165010200,37000,4
13982,2002,93.29,416313600015,1165010100,84000,6
13983,2002,93.34,416315700029,1165010100,45700,5
13984,2002,93.44,415754900081,1159010900,32000,3
13985,2002,93.75,416335900054,1165010700,87800,4
13986,2002,93.84,414551800023,1150010300,27600,1
13987,2002,93.96,411239500045,1121510100,24700,5
13988,2002,93.96,416316400036,1165010100,60000,5
13989,2002,94.15,416337100028,1165010800,83000,5
13990,2002,94.33,416313300007,1165010700,61300,2
13991,2002,94.38,410309400229,1114016200,74000,5
13992,2002,94.4,312000800031,1162010100,45000,1
13993,2002,94.5,414504700071,1150010300,23800,7
13994,2002,94.62,414836000136,1153011000,30000,5
13995,2002,94.64,416357400078,1165010100,59000,4
13996,2002,94.76,411225700032,1121510500,104000,16
13997,2002,94.8,311100600047,1138010800,32800,2
13998,2002,94.839,414549400107,1150010300,50000,12
13999,2002,94.84,413639700113,1141011100,20100,7
14000,2002,94.86,416313300007,1165010700,74500,2
14001,2002,94.88,312000800031,1162010100,46000,5
14002,2002,95.13,416321600023,1165010200,51300,6
14003,2002,95.14,416047500022,1162010300,46700,4
14004,2002,95.16,416356100006,1165010100,41000,7
14005,2002,95.25,416335900054,1165010700,80000,3
14006,2002,95.3,416610600006,1168010100,25000,7
14007,2002,95.32,416646400021,1168010800,40000,2
14008,2002,95.42,411848000016,1126010500,29500,6
14009,2002,95.49,416335900054,1165010700,76500,2
14010,2002,95.549,311500900038,1150010600,50000,15
14011,2002,95.66,411252300015,1121510300,26500,4
14012,2002,95.79,416364900009,1165010100,84000,6
14013,2002,95.94,416335900054,1165010700,55000,5
14014,2002,96.01,415125200006,1154510200,71000,13
14015,2002,96.03,414219900111,1147010200,50000,12
14016,2002,96.095,311400400011,1147010200,64700,7
14017,2002,96.14,414534300006,1150010900,27940,2
14018,2002,96.2599,413639400012,1141011100,69500,8
14019,2002,96.26,312302100139,1171010800,49800,7
14020,2002,96.28,312102100059,1165010100,111000,5
14021,2002,96.32,311100600047,1138010800,26500,2
14022,2002,96.35,416923000013,1171010500,50000,3
14023,2002,96.4,312000800031,1162010100,37800,6
14024,2002,96.44,416321600023,1165010200,46000,6
14025,2002,96.51,416321500038,1165010200,73000,4
14026,2002,96.63,416312700054,1165010700,59500,3
14027,2002,96.65,416048000011,1162010300,63500,4
14028,2002,96.66,416316400036,1165010100,60000,5
14029,2002,96.66,416335900054,1165010700,66500,4
14030,2002,96.69,416316400036,1165010100,73000,2
14031,2002,96.72,312000800031,1162010100,45000,6
14032,2002,96.73,300506400137,1150010200,58000,16
14033,2002,96.83,414219900111,1147010200,98500,11
14034,2002,96.83,416002300008,1162010100,50000,7
14035,2002,96.84,413309600482,1138010700,36000,7
14036,2002,96.86,411239500045,1121510100,27300,5
14037,2002,96.87,413626000038,1141011700,34500,5
14038,2002,96.88,413913700110,1144010900,70000,6
14039,2002,96.98,416954400042,1171011200,40000,3
14040,2002,97.1,416327500015,1165010100,77000,4
14041,2002,97.28,416939200057,1171010700,55000,5
14042,2002,97.49,312302100139,1171010800,59000,6
14043,2002,97.5,310501200119,1123010600,65000,29
14044,2002,97.64,411252300015,1121510300,41000,5
14045,2002,97.81,416047500022,1162010300,49000,1
14046,2002,97.88,413931500008,1144012400,44500,5
14047,2002,97.89,414228500031,1147010100,36100,9
14048,2002,97.91,416939200057,1171010700,36000,3
14049,2002,98.06,412731600010,1132010500,15500,2
14050,2002,98.14,411252300015,1121510300,43000,4
14051,2002,98.33,411225700025,1121510500,120000,17
14052,2002,98.34,312302100139,1171010800,64800,7
14053,2002,98.37,410330700008,1114016200,42000,4
14054,2002,98.47,416681900027,1168010400,140000,17
14055,2002,98.5,310501200119,1123010600,69000,26
14056,2002,98.78,411225700032,1121510500,134500,11
14057,2002,98.83,416312700054,1165010700,52000,2
14058,2002,99.03,410330700008,1114016200,73000,4
14059,2002,99.05,416357400078,1165010100,159500,2
14060,2002,99.09,410330700008,1114016200,80000,6
14061,2002,99.1,416356000044,1165010700,73500,5
14062,2002,99.26,416642600034,1168010600,51000,6
14063,2002,99.3,310501200119,1123010600,54000,28
14064,2002,99.47,312201100410,1168010500,155000,13
14065,2002,99.48,416321600040,1165010200,48200,4
14066,2002,99.51,310501200119,1123010600,57500,29
14067,2002,99.63,312302100139,1171010800,77500,6
14068,2002,99.66,416335900054,1165010700,76000,3
14069,2002,99.88,416321600040,1165010200,68000,6
14070,2002,99.98,416937200002,1171011100,60000,11
14071,2002,100.04,416316400036,1165010100,59500,5
14072,2002,100.06,416365900020,1165010800,100000,12
14073,2002,100.1,310501200119,1123010600,59900,17
14074,2002,100.16,416644400038,1168010800,37387,5
14075,2002,100.24,416312700054,1165010700,40500,3
14076,2002,100.35,410330700008,1114016200,32000,2
14077,2002,100.41,416323200027,1165010800,54800,7
14078,2002,100.43,416305200007,1165010100,92000,2
14079,2002,100.51,416315700029,1165010100,59500,3
14080,2002,100.52,417227800020,1174010700,79500,14
14081,2002,100.56,414219900111,1147010200,75000,7
14082,2002,100.7,310501200119,1123010600,55500,24
14083,2002,100.8,416624600023,1168010100,120000,10
14084,2002,100.83,410657500029,1117010100,60000,4
14085,2002,100.83,414228500031,1147010100,51500,8
14086,2002,100.86,416319200040,1165010800,57000,3
14087,2002,100.92,416312700054,1165010700,53000,1
14088,2002,101.15,416327500015,1165010100,45000,3
14089,2002,101.19,413628000051,1141011600,44000,1
14090,2002,101.32,312400600063,1174010800,72000,7
14091,2002,101.33,413628000051,1141011600,38500,1
14092,2002,101.34,416029000009,1162010300,45750,7
14093,2002,101.36,410655000031,1117011900,42700,5
14094,2002,101.4007,310601100286,1126010400,86300,23
14095,2002,101.4007,411812000070,1126010400,59000,22
14096,2002,101.58,416348800002,1165010200,39500,6
14097,2002,101.76,416364900009,1165010100,66500,5
14098,2002,101.91,312301000245,1171011400,102000,19
14099,2002,102.28,310501200119,1123010600,57200,30
14100,2002,102.31,310501200119,1123010600,55000,30
14101,2002,102.31,416315700029,1165010100,62500,4
14102,2002,102.39,414228500031,1147010100,50500,10
14103,2002,102.6,410630500031,1117013000,56000,1
14104,2002,102.61,416001000035,1162010100,56000,6
14105,2002,102.68,414836000136,1153011000,34200,4
14106,2002,102.84,414219900111,1147010200,57000,12
14107,2002,102.93,312200800240,1168010100,52000,7
14108,2002,103.21,312102100059,1165010100,116500,4
14109,2002,103.3,416610600006,1168010100,30000,3
14110,2002,103.37,310300600031,1120010900,46000,6
14111,2002,103.44,416047300051,1162010300,59000,5
14112,2002,103.49,416672400018,1168010100,85000,5
14113,2002,103.52,414230600001,1147010200,54800,2
14114,2002,103.72,417227300079,1174010600,93000,12
14115,2002,103.78,312102100059,1165010100,40500,2
14116,2002,103.78,416652300046,1168010700,50500,5
14117,2002,103.92,414549400107,1150010300,70000,15
14118,2002,103.92,416313600015,1165010100,45000,6
14119,2002,103.98,414528900170,1150010300,20900,4
14120,2002,104.36,416316400036,1165010100,95000,3
14121,2002,104.68,414836000136,1153011000,32000,4
14122,2002,104.7,311802000143,1156011000,148750,37
14123,2002,104.75,414549400107,1150010300,75000,15
14124,2002,105.18,410655000031,1117011900,34000,3
14125,2002,105.18,416643100011,1168010600,205000,22
14126,2002,105.48,416321600040,1165010200,69100,2
14127,2002,105.56,411245200015,1121510300,51000,4
14128,2002,105.5954,413016300010,1135010600,72000,19
14129,2002,105.72,416364900009,1165010100,70000,7
14130,2002,105.74,416313600015,1165010100,148000,5
14131,2002,105.82,417221800025,1174010700,79000,13
14132,2002,105.97,417235100017,1174010900,79800,8
14133,2002,106.05,416646400021,1168010800,46500,5
14134,2002,106.07,416356100006,1165010100,64300,4
